spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,7,-4,-4,,2024-10-30,98,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
3Umj02ZNl4d356pS1D38mn,Hey Jane,"Tyler, The Creator",8,42,42,,2024-10-30,75,True,240742,CHROMAKOPIA,2024-10-28,0.495,0.784,10,-7.027,0,0.42,0.555,0.0,0.621,0.669,94.563,4
3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",9,41,41,,2024-10-30,75,True,255915,CHROMAKOPIA,2024-10-28,0.505,0.812,1,-3.986,1,0.461,0.285,0.0,0.444,0.664,80.09,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,10,-6,-6,,2024-10-30,92,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",11,-6,-6,,2024-10-30,91,True,225880,Tu Boda,2024-09-26,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,3
3GdwjAsCsoE79ObhsJFyYb,I Killed You,"Tyler, The Creator",12,38,38,,2024-10-30,75,True,168420,CHROMAKOPIA,2024-10-28,0.749,0.896,2,-4.909,1,0.219,0.356,0.00075,0.267,0.447,97.121,4
6ie0uyyvOKTTuIFBMPiNIl,Judge Judy,"Tyler, The Creator",13,37,37,,2024-10-30,75,True,269622,CHROMAKOPIA,2024-10-28,0.622,0.661,1,-5.906,1,0.0826,0.297,0.000135,0.165,0.362,76.331,4
2aYHxnMF2umAavtgBvmkY1,Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator, ScHoolboy Q, Santigold",14,36,36,,2024-10-30,74,True,207272,CHROMAKOPIA,2024-10-28,0.77,0.859,10,-3.382,0,0.275,0.362,0.0,0.673,0.64,129.77,4
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,15,-9,-9,,2024-10-30,94,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
4BSR9I4ExlCJdXJo2GpBD5,Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator, Daniel Caesar, LaToiya Williams",16,34,34,,2024-10-30,74,True,253909,CHROMAKOPIA,2024-10-28,0.503,0.658,6,-5.823,0,0.154,0.46,0.0,0.382,0.515,121.784,5
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,17,-10,-10,,2024-10-30,88,True,175459,Short n' Sweet,2024-08-23,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
3yw3m8wgRB4ptDyAvtdhq5,Tomorrow,"Tyler, The Creator",18,32,32,,2024-10-30,73,True,182326,CHROMAKOPIA,2024-10-28,0.463,0.541,1,-6.594,1,0.0385,0.811,6.61e-05,0.125,0.307,95.827,4
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,19,-11,-9,,2024-10-30,91,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
6jbYpRPTEFl1HFKHk1IC0m,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",20,30,30,,2024-10-30,73,True,278014,CHROMAKOPIA,2024-10-28,0.392,0.555,4,-6.707,0,0.039,0.287,0.000253,0.13,0.191,96.063,3
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,21,-12,-12,,2024-10-30,94,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
35D1RA5uVFVhMc1qX80TaQ,Balloon (feat. Doechii),"Tyler, The Creator, Doechii",22,28,28,,2024-10-30,72,True,154261,CHROMAKOPIA,2024-10-28,0.437,0.868,6,-3.03,1,0.112,0.731,0.0,0.234,0.475,111.774,4
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,23,-5,27,,2024-10-30,84,True,166300,The Secret of Us (Deluxe),2024-10-18,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
3yDRcs0Y4pPzkvMbUfeF9H,Moonlit Floor (Kiss Me),LISA,24,-13,-11,,2024-10-30,89,False,155757,Moonlit Floor (Kiss Me),2024-10-03,0.733,0.786,5,-3.951,0,0.112,0.128,0.0,0.31,0.672,109.954,4
0pvZCv4JOS5WBu7JITYef6,I Hope You Find Your Way Home,"Tyler, The Creator",25,25,25,,2024-10-30,72,True,269704,CHROMAKOPIA,2024-10-28,0.621,0.596,4,-4.35,1,0.0607,0.294,5.53e-05,0.134,0.207,112.188,4
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,26,-16,-15,,2024-10-30,90,False,226600,FOUR (Deluxe),2014-11-17,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,27,-14,-11,,2024-10-30,91,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,28,-16,-16,,2024-10-30,94,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",29,-13,-15,,2024-10-30,92,True,256000,Timeless,2024-09-27,0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,4
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,30,-15,-15,,2024-10-30,87,True,186365,Short n' Sweet,2024-08-23,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
2CspwnypzT7rcWI9RfsoSb,Mantra,JENNIE,31,-17,-23,,2024-10-30,88,True,136627,Mantra,2024-10-10,0.894,0.725,10,-4.984,0,0.0432,0.00434,1.15e-05,0.0815,0.838,116.988,4
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,32,-15,-15,,2024-10-30,89,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,33,-12,-14,,2024-10-30,89,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",34,-6,-3,,2024-10-30,89,True,180386,Flower Boy,2017-07-21,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4
51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,35,-8,-13,,2024-10-30,90,True,157146,The Secret of Us,2024-06-21,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,36,-16,-16,,2024-10-30,91,False,171869,Short n' Sweet,2024-08-23,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,37,-15,-14,,2024-10-30,90,False,240400,I Love You.,2013-04-22,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,38,-14,-14,,2024-10-30,88,False,208211,Strange Trails,2015-04-06,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,3
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,39,-10,-1,,2024-10-30,88,False,169697,Diet Pepsi,2024-08-09,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,4
6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,Tito Double P,40,-21,-14,,2024-10-30,89,True,145473,INCÓMODO,2024-08-22,0.724,0.689,7,-7.174,0,0.0524,0.573,6.77e-06,0.0922,0.936,120.208,3
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,41,-18,-16,,2024-10-30,90,False,183956,AM,2013-09-09,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",42,-9,-21,,2024-10-30,89,True,224022,PRIMERA MUSA,2024-09-20,0.56,0.681,6,-6.304,0,0.244,0.103,0.0,0.106,0.388,155.079,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",43,-12,-14,,2024-10-30,90,False,244684,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,4
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,44,-12,-17,,2024-10-30,85,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",45,-19,-15,,2024-10-30,89,True,191700,UTOPIA,2023-07-28,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
19XpFsce28aByvCC4g89tJ,Too Sweet,Hozier,46,-11,-18,,2024-10-30,84,False,251424,Unreal Unearth: Unaired,2024-08-19,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,47,-2,-14,,2024-10-30,90,True,190427,The Emptiness Machine,2024-09-05,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,4
2Qcbspnftnon37jibwyvMU,I'll Be There,Jin,48,-23,2,,2024-10-30,83,False,181677,I'll Be There,2024-10-25,0.538,0.738,10,-2.412,1,0.0445,0.0351,0.0,0.0898,0.736,148.887,4
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,49,-15,-31,,2024-10-30,87,False,245493,Midnight Memories (Deluxe),2013-11-25,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4
5lKFO0PrOC9jmOlPEdjHsL,DOS DÍAS,"Tito Double P, Peso Pluma",50,-20,-11,,2024-10-30,88,True,153928,INCÓMODO,2024-08-22,0.745,0.513,1,-9.116,1,0.087,0.783,0.0,0.216,0.929,109.935,3
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",1,0,0,,2024-10-29,94,False,169917,APT.,2024-10-18,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",2,0,0,,2024-10-29,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,3,0,0,,2024-10-29,98,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,4,0,0,,2024-10-29,92,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",5,0,0,,2024-10-29,90,True,225880,Tu Boda,2024-09-26,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,3
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,6,0,0,,2024-10-29,95,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,7,0,0,,2024-10-29,88,True,175459,Short n' Sweet,2024-08-23,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,8,1,3,,2024-10-29,91,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,9,-1,1,,2024-10-29,95,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,10,1,-2,,2024-10-29,90,False,226600,FOUR (Deluxe),2014-11-17,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4
3yDRcs0Y4pPzkvMbUfeF9H,Moonlit Floor (Kiss Me),LISA,11,1,2,,2024-10-29,89,False,155757,Moonlit Floor (Kiss Me),2024-10-03,0.733,0.786,5,-3.951,0,0.112,0.128,0.0,0.31,0.672,109.954,4
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,12,-2,0,,2024-10-29,94,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,13,3,3,,2024-10-29,91,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
2CspwnypzT7rcWI9RfsoSb,Mantra,JENNIE,14,3,-5,,2024-10-29,88,True,136627,Mantra,2024-10-10,0.894,0.725,10,-4.984,0,0.0432,0.00434,1.15e-05,0.0815,0.838,116.988,4
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,15,-1,-1,,2024-10-29,87,True,186365,Short n' Sweet,2024-08-23,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",16,-1,-1,,2024-10-29,92,True,256000,Timeless,2024-09-27,0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,4
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,17,-4,1,,2024-10-29,89,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,18,2,32,,2024-10-29,83,True,166300,The Secret of Us (Deluxe),2024-10-18,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,Tito Double P,19,2,0,,2024-10-29,89,True,145473,INCÓMODO,2024-08-22,0.724,0.689,7,-7.174,0,0.0524,0.573,6.77e-06,0.0922,0.936,120.208,3
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,20,2,2,,2024-10-29,91,False,171869,Short n' Sweet,2024-08-23,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,21,-2,-1,,2024-10-29,89,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,22,6,1,,2024-10-29,90,False,240400,I Love You.,2013-04-22,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,23,15,2,,2024-10-29,90,False,183956,AM,2013-09-09,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,24,26,2,,2024-10-29,88,False,208211,Strange Trails,2015-04-06,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,3
2Qcbspnftnon37jibwyvMU,I'll Be There,Jin,25,-7,25,,2024-10-29,80,False,181677,I'll Be There,2024-10-25,0.538,0.738,10,-2.412,1,0.0445,0.0351,0.0,0.0898,0.736,148.887,4
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",26,1,3,,2024-10-29,89,True,191700,UTOPIA,2023-07-28,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,27,4,1,,2024-10-29,90,True,157146,The Secret of Us,2024-06-21,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",28,7,6,,2024-10-29,89,True,180386,Flower Boy,2017-07-21,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,29,1,14,,2024-10-29,88,False,169697,Diet Pepsi,2024-08-09,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,4
5lKFO0PrOC9jmOlPEdjHsL,DOS DÍAS,"Tito Double P, Peso Pluma",30,3,2,,2024-10-29,88,True,153928,INCÓMODO,2024-08-22,0.745,0.513,1,-9.116,1,0.087,0.783,0.0,0.216,0.929,109.935,3
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",31,8,-4,,2024-10-29,90,False,244684,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,4
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,32,-8,-8,,2024-10-29,85,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",33,-4,-12,,2024-10-29,89,True,224022,PRIMERA MUSA,2024-09-20,0.56,0.681,6,-6.304,0,0.244,0.103,0.0,0.106,0.388,155.079,4
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,34,-8,-17,,2024-10-29,87,False,245493,Midnight Memories (Deluxe),2013-11-25,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4
19XpFsce28aByvCC4g89tJ,Too Sweet,Hozier,35,15,-5,,2024-10-29,84,False,251424,Unreal Unearth: Unaired,2024-08-19,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4
6s1kzj4EbhFLXbuAGJbhbn,Barbie,"MC Tuto, DJ Glenner",36,-11,14,,2024-10-29,77,False,192755,Barbie,2024-10-18,0.955,0.425,3,-8.242,0,0.43,0.711,0.0,0.101,0.716,127.032,4
2aYZaN5SmkRDLsrrV8GkBQ,LA PATRULLA,"Peso Pluma, Neton Vega",37,0,-6,,2024-10-29,87,True,130614,ÉXODO,2024-06-20,0.722,0.74,6,-7.22,0,0.063,0.68,3.27e-05,0.176,0.893,132.731,3
19KlZwqlT3fguP2BeHF1Q1,Disease,Lady Gaga,38,-15,12,,2024-10-29,77,False,229997,Disease,2024-10-25,0.562,0.917,11,-2.768,0,0.117,0.0513,0.0,0.488,0.501,100.987,4
0io16MKpbeDIdYzmGpQaES,Embrace It,Ndotz,39,4,-6,,2024-10-29,88,True,104418,Embrace It,2024-08-23,0.882,0.645,1,-7.233,1,0.0601,0.475,4.13e-05,0.057,0.788,114.933,4
6HrALJOMsfPCCbUo5cJCON,ESCAPATE,"Tito Double P, Chino Pacas",40,0,-1,,2024-10-29,87,True,144674,INCÓMODO,2024-08-22,0.818,0.447,5,-10.247,0,0.047,0.514,8.14e-05,0.187,0.693,120.09,1
2esZG2XFtuoWWA9AfDvSxy,Gata Only,"FloyyMenor, Cris Mj",41,1,-1,,2024-10-29,78,True,222000,EL COMIENZO,2024-08-09,0.794,0.5,8,-8.454,0,0.049,0.438,3e-05,0.0905,0.659,99.985,4
3coRPMnFg2dJcPu5RMloa9,Whiplash,aespa,42,2,8,,2024-10-29,75,False,183226,Whiplash - The 5th Mini Album,2024-10-21,0.863,0.9,10,-2.974,0,0.0448,0.0953,0.0212,0.0786,0.748,126.023,4
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",43,-2,-5,,2024-10-29,85,True,178205,F-1 Trillion,2024-08-15,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,44,5,-9,,2024-10-29,87,False,228639,eternal sunshine,2024-03-08,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,45,-9,5,,2024-10-29,91,True,190427,The Emptiness Machine,2024-09-05,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,4
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,46,4,-9,,2024-10-29,89,False,159245,DECIDE,2022-09-16,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,The Kid LAROI,47,3,3,,2024-10-29,88,False,86983,THE FIRST TIME,2023-11-10,0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,4
7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,48,2,2,,2024-10-29,78,False,204280,Dream Your Life Away,2014-09-08,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4
3JG1uFc40wfyrqaWC7iv0e,i like the way you kiss me,Artemas,49,-3,1,,2024-10-29,82,False,142514,yustyna,2024-07-11,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,4
0IsIY8pfu1yaGkPUD7pkDx,Guess featuring billie eilish,"Charli xcx, Billie Eilish",50,-5,-4,,2024-10-29,79,False,143330,Brat and it’s completely different but also still brat,2024-10-11,0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",1,0,1,,2024-10-28,93,False,169917,APT.,2024-10-18,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",2,0,-1,,2024-10-28,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,3,0,0,,2024-10-28,98,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,4,1,0,,2024-10-28,92,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",5,-1,0,,2024-10-28,90,True,225880,Tu Boda,2024-09-26,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,3
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,6,0,0,,2024-10-28,95,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,7,0,0,,2024-10-28,88,True,175459,Short n' Sweet,2024-08-23,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,8,2,2,,2024-10-28,95,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,9,-1,5,,2024-10-28,91,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,10,3,-1,,2024-10-28,94,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,11,0,-3,,2024-10-28,89,False,226600,FOUR (Deluxe),2014-11-17,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4
3yDRcs0Y4pPzkvMbUfeF9H,Moonlit Floor (Kiss Me),LISA,12,2,3,,2024-10-28,89,False,155757,Moonlit Floor (Kiss Me),2024-10-03,0.733,0.786,5,-3.951,0,0.112,0.128,0.0,0.31,0.672,109.954,4
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,13,4,3,,2024-10-28,89,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,14,4,-1,,2024-10-28,87,True,186365,Short n' Sweet,2024-08-23,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",15,0,2,,2024-10-28,92,True,256000,Timeless,2024-09-27,0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,4
